customer_id,Customer,Gender,Income,Employment Status,Education,Marital Status,Country,State Code,Location Type,Policy Name,Policy Type,Number of Policies,Premium Per Month,Coverage,Sales Channel,Vehicle Type,Vehicle Size,date,Claim Reason,Claim Demanded,Claim Sanctioned,Number of Open Complaints,Response,Months Since Last Claim,Months Since Policy Inspection
1807,NQ42020,M,80864,Employed,High School or Below,Married,US,IA,Urban,Personal L3,Personal Auto,1,182,Basic,Agent,Luxury SUV,Medsize,2/7/11,Scratch/Dent,732.292885,618.2102719999999,0,No,5,30
1808,ZF40143,F,48197,Employed,College,Single,US,OK,Suburban,Personal L2,Personal Auto,6,106,Premium,Agent,Four-Door Car,Medsize,1/24/11,Hail,827.5900104,508.8,0,No,10,61
1809,GU65780,M,70837,Employed,Doctor,Married,US,MO,Suburban,Personal L3,Personal Auto,3,73,Basic,Agent,Four-Door Car,Small,1/20/11,Hail,563.5403677,362.743231,4,No,7,19
1810,KY32675,M,85297,Employed,High School or Below,Married,US,NE,Suburban,Special L3,Special Auto,2,93,Extended,Branch,Two-Door Car,Small,1/11/11,Hail,1497.028509,620.0115940000001,0,No,7,91
1811,ZX35838,F,70177,Employed,Master,Married,US,IA,Rural,Personal L1,Personal Auto,8,115,Premium,Agent,Four-Door Car,Medsize,1/25/11,Collision,933.6336922,225.51766600000002,0,No,12,34
1812,LU42720,M,52499,Employed,College,Divorced,US,OK,Suburban,Personal L2,Personal Auto,2,138,Extended,Call Center,SUV,Medsize,2/20/11,Scratch/Dent,4835.696084,1171.537594,0,No,0,61
1813,FB25242,M,63143,Employed,College,Married,US,IA,Suburban,Corporate L3,Corporate Auto,3,71,Basic,Call Center,Four-Door Car,Medsize,1/15/11,Collision,568.6915259,340.8,0,No,31,85
1814,RW51650,M,97361,Employed,Bachelor,Single,US,IA,Suburban,Personal L2,Personal Auto,2,73,Basic,Agent,Four-Door Car,Medsize,2/18/11,Collision,862.2835375,350.4,0,Yes,6,85
1815,XX94684,M,50052,Employed,High School or Below,Single,US,OK,Suburban,Personal L2,Personal Auto,1,130,Extended,Agent,Sports Car,Small,1/28/11,Collision,507.96747860000005,624.0,0,No,6,50
1816,AH99727,F,11612,Disabled,Bachelor,Married,US,NE,Suburban,Personal L3,Personal Auto,5,71,Basic,Branch,Four-Door Car,Medsize,1/5/11,Hail,562.3314472,340.8,0,No,20,92
1817,NZ85858,F,78115,Employed,High School or Below,Married,US,NE,Urban,Personal L3,Personal Auto,4,65,Basic,Branch,Four-Door Car,Small,1/29/11,Hail,527.0013569,255.45432200000002,0,No,1,12
1818,JU19953,F,81947,Employed,Master,Married,US,MO,Urban,Personal L3,Personal Auto,2,71,Basic,Branch,Two-Door Car,Medsize,1/8/11,Scratch/Dent,862.1172176000001,203.99349899999999,0,No,12,78
1819,LC33025,M,44698,Employed,College,Married,US,IA,Suburban,Personal L2,Personal Auto,1,211,Extended,Call Center,Luxury Car,Medsize,2/14/11,Collision,791.8334927999999,1012.8,4,No,0,88
1820,BV86143,F,26876,Employed,High School or Below,Married,US,MO,Urban,Personal L2,Personal Auto,2,66,Basic,Call Center,Four-Door Car,Medsize,2/23/11,Other,2103.4018149999997,219.209762,0,No,12,53
1821,AY88788,F,69841,Employed,College,Married,US,IA,Urban,Personal L3,Personal Auto,7,192,Basic,Branch,Luxury SUV,Medsize,1/3/11,Collision,1541.76822,878.812468,0,No,0,66
1822,OJ33945,F,97768,Employed,High School or Below,Divorced,US,IA,Rural,Personal L1,Personal Auto,2,72,Basic,Agent,Two-Door Car,Medsize,1/8/11,Scratch/Dent,869.2636838,151.84373100000002,0,No,22,14
1823,LO84523,M,0,Unemployed,High School or Below,Single,US,IA,Suburban,Personal L2,Personal Auto,1,187,Basic,Web,Luxury Car,Medsize,2/4/11,Hail,650.3143913,1588.682955,0,No,6,12
1824,GJ43254,M,89057,Employed,College,Married,US,KS,Rural,Corporate L2,Corporate Auto,2,98,Extended,Call Center,Two-Door Car,Medsize,1/22/11,Collision,3164.210463,187.363583,0,No,17,90
1825,AR96516,F,50217,Employed,Bachelor,Married,US,IA,Suburban,Personal L1,Personal Auto,9,74,Basic,Web,Two-Door Car,Medsize,1/28/11,Hail,591.4951808,355.2,0,No,18,2
1826,WH11924,M,0,Unemployed,College,Single,US,KS,Suburban,Personal L2,Personal Auto,3,71,Basic,Web,Two-Door Car,Large,2/5/11,Other,464.5839058,697.186307,0,No,3,33
1827,DL26809,M,0,Unemployed,College,Single,US,OK,Suburban,Personal L3,Personal Auto,2,68,Basic,Agent,Two-Door Car,Small,2/27/11,Collision,682.6797741,489.6,0,No,13,26
1828,MV69686,F,38500,Employed,Doctor,Married,US,IA,Urban,Corporate L2,Corporate Auto,1,99,Extended,Agent,Four-Door Car,Large,1/3/11,Collision,398.2180708,423.286512,1,No,26,49
1829,SC95565,F,62018,Employed,High School or Below,Married,US,OK,Urban,Personal L1,Personal Auto,1,71,Basic,Branch,Two-Door Car,Medsize,2/15/11,Other,288.7779742,293.865315,0,No,21,0
1830,RL31641,F,0,Unemployed,College,Single,US,IA,Suburban,Personal L3,Personal Auto,1,65,Basic,Web,Two-Door Car,Medsize,1/29/11,Scratch/Dent,225.24168250000002,468.0,0,No,13,84
1831,OH83248,M,57394,Employed,Master,Married,US,MO,Urban,Personal L3,Personal Auto,3,106,Premium,Call Center,Four-Door Car,Medsize,1/1/11,Other,845.8531322999999,316.492058,0,No,8,11
1832,DB28979,M,23530,Employed,Bachelor,Divorced,US,MO,Suburban,Corporate L3,Corporate Auto,2,65,Basic,Agent,Two-Door Car,Medsize,1/26/11,Scratch/Dent,747.8313695,312.0,0,No,22,34
1833,ZS32263,F,48887,Employed,High School or Below,Divorced,US,MO,Suburban,Personal L1,Personal Auto,1,95,Extended,Agent,Four-Door Car,Medsize,2/22/11,Hail,378.8649817,456.0,0,No,26,25
1834,IY59173,F,68867,Employed,Master,Married,US,IA,Suburban,Personal L3,Personal Auto,1,129,Extended,Call Center,SUV,Medsize,1/6/11,Collision,522.0685297,619.2,0,No,19,91
1835,KL17620,F,12062,Disabled,College,Single,US,MO,Suburban,Corporate L1,Corporate Auto,2,63,Basic,Web,Four-Door Car,Medsize,1/28/11,Other,713.0294828,302.4,0,No,3,42
1836,CP28581,M,59230,Employed,College,Married,US,NE,Rural,Personal L3,Personal Auto,5,107,Basic,Branch,SUV,Medsize,2/11/11,Collision,851.3592687,245.07609100000002,0,No,11,56
1837,QR15592,F,59586,Employed,Bachelor,Divorced,US,NE,Rural,Personal L1,Personal Auto,3,72,Basic,Branch,Four-Door Car,Medsize,2/18/11,Hail,566.0133806,91.198362,0,No,6,70
1838,DX98298,M,57506,Employed,High School or Below,Married,US,KS,Suburban,Personal L1,Personal Auto,1,102,Basic,Agent,Sports Car,Small,1/8/11,Other,408.2170583,615.243841,0,No,24,43
1839,TG68823,F,25134,Employed,Bachelor,Married,US,NE,Suburban,Personal L3,Personal Auto,6,67,Basic,Call Center,Four-Door Car,Small,1/12/11,Hail,531.8896639999999,321.6,0,Yes,3,0
1840,WO78310,F,0,Unemployed,College,Single,US,IA,Suburban,Personal L2,Personal Auto,5,61,Basic,Branch,Four-Door Car,Large,2/8/11,Collision,416.0162571,292.8,0,No,3,58
1841,SC78905,F,0,Unemployed,College,Married,US,IA,Suburban,Personal L2,Personal Auto,1,61,Basic,Agent,Four-Door Car,Small,2/4/11,Scratch/Dent,223.73477709999997,292.8,0,No,19,44
1842,EL88957,M,0,Unemployed,College,Married,US,MO,Suburban,Personal L3,Personal Auto,1,100,Basic,Agent,SUV,Medsize,1/14/11,Collision,346.01229900000004,720.0,1,No,15,96
1843,SS54050,M,44901,Employed,Bachelor,Married,US,MO,Suburban,Personal L3,Personal Auto,2,70,Basic,Branch,Four-Door Car,Small,1/11/11,Collision,1600.550507,460.806124,2,No,15,56
1844,ZV99487,F,0,Unemployed,Bachelor,Married,US,NE,Rural,Personal L1,Personal Auto,3,93,Extended,Call Center,Four-Door Car,Medsize,1/11/11,Collision,698.6603722,149.269407,0,No,21,8
1845,XI51746,F,28463,Employed,Bachelor,Married,US,IA,Urban,Personal L3,Personal Auto,7,113,Basic,Call Center,SUV,Medsize,1/21/11,Scratch/Dent,882.6961501000001,324.317667,2,No,0,45
1846,KG85675,F,13037,Medical Leave,Bachelor,Married,US,OK,Suburban,Personal L3,Personal Auto,1,124,Extended,Agent,SUV,Small,1/10/11,Hail,472.68693269999994,839.348464,0,Yes,28,49
1847,KK64803,M,82320,Employed,High School or Below,Married,US,MO,Suburban,Personal L2,Personal Auto,2,99,Extended,Branch,Four-Door Car,Medsize,2/5/11,Hail,2744.347482,475.2,1,No,4,2
1848,OM80593,F,0,Unemployed,Bachelor,Single,US,MO,Suburban,Personal L3,Personal Auto,7,104,Basic,Call Center,SUV,Medsize,2/23/11,Collision,724.7313475,499.2,0,No,9,58
1849,RL59810,F,78460,Employed,College,Married,US,IA,Urban,Personal L3,Personal Auto,4,64,Basic,Agent,Four-Door Car,Medsize,2/18/11,Scratch/Dent,513.7852105000001,203.568733,0,No,3,93
1850,QQ53360,M,0,Unemployed,College,Married,US,OK,Suburban,Personal L2,Personal Auto,1,92,Extended,Agent,Two-Door Car,Medsize,1/13/11,Scratch/Dent,273.905724,657.290491,4,No,26,11
1851,WR76339,M,46922,Employed,College,Married,US,MO,Suburban,Corporate L3,Corporate Auto,3,64,Basic,Branch,Two-Door Car,Medsize,1/11/11,Collision,509.2793862,403.385123,0,No,34,12
1852,BA40043,M,60689,Employed,College,Single,US,MO,Rural,Corporate L2,Corporate Auto,7,74,Basic,Branch,Four-Door Car,Medsize,1/3/11,Hail,579.9826802,5.746657,0,No,29,67
1853,MK52197,F,0,Unemployed,Master,Married,US,OK,Suburban,Personal L3,Personal Auto,3,71,Basic,Branch,Four-Door Car,Medsize,2/8/11,Collision,550.7063242,340.8,0,No,3,38
1854,SV48204,F,61108,Employed,College,Divorced,US,IA,Rural,Personal L3,Personal Auto,2,89,Extended,Agent,Four-Door Car,Medsize,2/1/11,Hail,1048.4915349999999,49.451116999999996,0,Yes,22,93
1855,RJ79502,M,98003,Employed,Bachelor,Divorced,US,NE,Urban,Personal L3,Personal Auto,7,107,Basic,Call Center,SUV,Small,2/8/11,Scratch/Dent,850.1279969000001,449.408637,0,No,4,46
1856,SM14243,F,0,Unemployed,High School or Below,Married,US,KS,Suburban,Personal L3,Personal Auto,2,74,Basic,Call Center,Four-Door Car,Medsize,2/26/11,Collision,842.6057283,460.084192,0,No,30,37
1857,NL32558,F,22081,Disabled,High School or Below,Married,US,NE,Suburban,Personal L1,Personal Auto,6,84,Extended,Agent,Two-Door Car,Small,2/19/11,Collision,650.3397049,451.670309,0,Yes,1,9
1858,CP92616,M,83006,Employed,High School or Below,Married,US,OK,Urban,Personal L1,Personal Auto,2,235,Extended,Agent,Luxury SUV,Small,2/25/11,Scratch/Dent,4680.522306,1065.049894,1,No,8,61
1859,BP28492,F,38713,Employed,College,Divorced,US,NE,Suburban,Corporate L3,Corporate Auto,6,66,Basic,Call Center,Four-Door Car,Medsize,1/31/11,Hail,483.4710493,316.8,4,Yes,31,69
1860,MX28412,F,28700,Medical Leave,College,Married,US,IA,Suburban,Personal L2,Personal Auto,1,68,Basic,Web,Four-Door Car,Medsize,1/13/11,Other,257.53237,326.4,3,No,2,65
1861,DT99586,F,61552,Employed,Master,Married,US,MO,Rural,Personal L3,Personal Auto,2,115,Basic,Agent,SUV,Medsize,2/8/11,Collision,3711.1659520000003,12.252847000000001,0,No,1,95
1862,IC41932,M,56718,Employed,College,Divorced,US,OK,Suburban,Personal L3,Personal Auto,1,113,Basic,Call Center,SUV,Medsize,1/4/11,Collision,437.1190437,542.4,1,No,7,95
1863,DA35744,M,66776,Employed,Doctor,Single,US,IA,Rural,Corporate L3,Corporate Auto,2,71,Basic,Agent,Four-Door Car,Small,1/10/11,Other,1679.6336039999999,131.80834299999998,0,No,11,45
1864,GU96042,M,58268,Employed,High School or Below,Married,US,MO,Urban,Corporate L3,Corporate Auto,2,67,Basic,Agent,Two-Door Car,Medsize,2/4/11,Collision,798.8506358,228.64134199999998,0,No,12,82
1865,UW98698,M,0,Unemployed,College,Single,US,MO,Suburban,Personal L3,Personal Auto,1,68,Basic,Agent,Four-Door Car,Medsize,2/8/11,Other,226.98411230000002,542.016902,0,No,22,43
1866,SF32458,M,12608,Medical Leave,Doctor,Married,US,MO,Urban,Personal L1,Personal Auto,3,66,Basic,Agent,Four-Door Car,Medsize,1/30/11,Collision,499.14719699999995,214.866605,1,No,23,72
1867,OM85313,M,63499,Employed,Master,Married,US,MO,Urban,Personal L3,Personal Auto,1,73,Basic,Agent,Four-Door Car,Medsize,1/15/11,Hail,292.1930882,278.96409500000004,0,No,21,79
1868,MH81246,M,36247,Employed,High School or Below,Married,US,IA,Urban,Corporate L2,Corporate Auto,7,96,Extended,Agent,Four-Door Car,Medsize,2/17/11,Collision,761.3193094999999,329.522858,0,No,35,29
1869,OH99089,F,30228,Employed,Master,Married,US,MO,Rural,Personal L3,Personal Auto,5,73,Basic,Branch,Four-Door Car,Medsize,2/22/11,Hail,582.7409742000001,163.34564699999999,0,No,28,44
1870,TG57800,F,0,Unemployed,College,Single,US,IA,Suburban,Personal L2,Personal Auto,1,74,Basic,Call Center,Two-Door Car,Medsize,1/13/11,Collision,260.0641181,501.472124,0,No,19,4
1871,GX19342,F,0,Unemployed,High School or Below,Single,US,MO,Suburban,Personal L3,Personal Auto,3,116,Premium,Branch,Four-Door Car,Large,1/28/11,Collision,849.1465719,1193.115879,0,No,3,97
1872,XE39286,F,99364,Employed,Bachelor,Married,US,NE,Suburban,Personal L2,Personal Auto,5,121,Extended,Web,Sports Car,Small,1/3/11,Other,977.8733612999999,580.8,0,No,3,37
1873,JA93297,M,23665,Retired,Bachelor,Married,US,MO,Suburban,Personal L2,Personal Auto,2,67,Basic,Branch,Four-Door Car,Medsize,1/25/11,Collision,2265.853652,404.817249,0,Yes,19,50
1874,II37789,F,0,Unemployed,College,Single,US,NE,Suburban,Corporate L3,Corporate Auto,2,94,Extended,Branch,Four-Door Car,Large,2/18/11,Collision,1000.4027609999999,807.168846,0,No,7,4
1875,IC32996,M,69247,Employed,High School or Below,Married,US,IA,Urban,Corporate L3,Corporate Auto,3,61,Basic,Agent,Two-Door Car,Medsize,2/9/11,Other,487.27743960000004,226.52214700000002,1,No,12,64
1876,LO67195,F,56047,Employed,College,Married,US,NE,Rural,Corporate L2,Corporate Auto,5,92,Extended,Agent,Four-Door Car,Large,1/28/11,Collision,744.4814633,82.733588,0,No,26,29
1877,PG93638,M,28919,Employed,College,Married,US,IA,Urban,Personal L1,Personal Auto,5,73,Basic,Call Center,Two-Door Car,Medsize,1/22/11,Scratch/Dent,576.111121,207.828024,0,No,11,76
1878,OZ41737,F,0,Unemployed,Doctor,Married,US,IA,Urban,Personal L2,Personal Auto,4,70,Basic,Agent,Four-Door Car,Large,2/22/11,Collision,536.6779081,223.17406699999998,0,No,5,29
1879,OY66019,F,0,Unemployed,College,Married,US,IA,Urban,Personal L2,Personal Auto,4,83,Extended,Agent,Four-Door Car,Medsize,2/28/11,Hail,625.9477847,254.14236499999998,0,No,8,78
1880,CH73843,M,69900,Employed,High School or Below,Married,US,NE,Rural,Personal L2,Personal Auto,2,64,Basic,Branch,Two-Door Car,Large,2/9/11,Other,762.3580732999999,33.97,0,No,23,68
1881,XT93203,M,55687,Employed,High School or Below,Divorced,US,MO,Suburban,Personal L3,Personal Auto,1,276,Premium,Agent,Luxury SUV,Medsize,2/8/11,Collision,1096.395723,1324.8,0,Yes,33,91
1882,OR85652,F,78294,Employed,Bachelor,Married,US,IA,Rural,Personal L1,Personal Auto,3,92,Extended,Agent,Four-Door Car,Medsize,2/17/11,Other,742.7845087999999,181.148732,0,No,6,35
1883,YD87931,M,46896,Employed,Doctor,Married,US,KS,Rural,Personal L3,Personal Auto,4,62,Basic,Agent,Four-Door Car,Medsize,1/10/11,Hail,495.1656084,31.707317,1,No,9,33
1884,XK11432,M,0,Unemployed,Bachelor,Married,US,NE,Suburban,Personal L2,Personal Auto,3,62,Basic,Branch,Two-Door Car,Small,2/2/11,Collision,466.51295989999994,297.6,0,No,26,62
1885,OX24868,F,0,Unemployed,High School or Below,Single,US,MO,Suburban,Personal L3,Personal Auto,1,168,Premium,Agent,SUV,Medsize,2/25/11,Collision,602.1842472999999,1476.670903,0,No,11,46
1886,EZ74530,M,0,Unemployed,High School or Below,Single,US,OK,Suburban,Personal L2,Personal Auto,1,104,Basic,Web,Sports Car,Medsize,1/8/11,Collision,307.4105486,748.8,3,No,25,33
1887,HP46467,F,21385,Employed,College,Divorced,US,IA,Suburban,Corporate L2,Corporate Auto,1,127,Extended,Web,SUV,Large,2/18/11,Scratch/Dent,495.30864069999996,609.6,0,No,14,37
1888,KP54476,M,87128,Employed,Master,Single,US,MO,Suburban,Personal L1,Personal Auto,3,97,Extended,Web,Two-Door Car,Medsize,1/22/11,Hail,778.0489322000001,495.61277699999994,0,No,26,45
1889,AI47152,F,35434,Employed,College,Married,US,OK,Urban,Personal L2,Personal Auto,2,66,Basic,Agent,Four-Door Car,Medsize,1/21/11,Hail,799.2779105000001,297.05176800000004,0,No,19,26
1890,BU15334,F,29462,Employed,Master,Single,US,MO,Suburban,Corporate L3,Corporate Auto,1,107,Basic,Branch,SUV,Large,1/17/11,Hail,417.0687348,513.6,1,Yes,28,23
1891,GD59796,F,53243,Employed,College,Single,US,OK,Suburban,Personal L3,Personal Auto,2,102,Premium,Agent,Four-Door Car,Small,2/15/11,Collision,2322.8236739999998,489.6,3,No,26,96
1892,OX59701,M,21006,Employed,High School or Below,Married,US,MO,Suburban,Personal L2,Personal Auto,1,139,Extended,Branch,SUV,Medsize,1/20/11,Other,544.5816990000001,667.2,1,No,14,9
1893,OD63728,F,0,Unemployed,College,Single,US,MO,Suburban,Personal L3,Personal Auto,9,65,Basic,Agent,Two-Door Car,Medsize,2/4/11,Collision,455.8498445,312.0,0,No,24,93
1894,JC38573,M,36088,Employed,Bachelor,Single,US,IA,Suburban,Corporate L3,Corporate Auto,9,72,Basic,Agent,Four-Door Car,Medsize,1/19/11,Collision,552.8212807,345.6,0,Yes,16,31
1895,RC11491,F,28948,Employed,College,Married,US,IA,Rural,Corporate L3,Corporate Auto,3,131,Extended,Call Center,SUV,Medsize,1/2/11,Collision,1039.066647,295.83086000000003,0,No,7,57
1896,RZ24101,F,24417,Medical Leave,College,Divorced,US,OK,Suburban,Personal L3,Personal Auto,1,185,Premium,Call Center,SUV,Medsize,1/4/11,Collision,714.254905,888.0,0,No,22,25
1897,OB88698,M,67099,Employed,High School or Below,Married,US,IA,Rural,Personal L3,Personal Auto,6,69,Basic,Branch,Two-Door Car,Medsize,1/23/11,Other,546.9542959,22.995594,0,No,11,24
1898,IK92617,F,97830,Employed,Bachelor,Married,US,IA,Urban,Personal L3,Personal Auto,2,96,Extended,Agent,Four-Door Car,Small,2/11/11,Collision,1162.873401,298.362415,0,No,3,61
1899,YH43996,M,0,Unemployed,College,Single,US,NE,Suburban,Personal L3,Personal Auto,2,101,Premium,Branch,Four-Door Car,Small,1/21/11,Collision,1018.9654289999999,727.2,0,No,15,90
1900,BJ65040,F,93558,Employed,High School or Below,Married,US,NE,Suburban,Personal L3,Personal Auto,1,67,Basic,Agent,Four-Door Car,Medsize,1/3/11,Other,273.3431887,478.234236,0,No,19,5
1901,WY57101,F,37384,Employed,Doctor,Married,US,NE,Suburban,Personal L3,Personal Auto,1,99,Extended,Agent,Four-Door Car,Medsize,1/8/11,Hail,401.4453113,475.2,0,Yes,9,17
1902,OG77759,M,28227,Disabled,Bachelor,Married,US,NE,Suburban,Personal L3,Personal Auto,2,62,Basic,Agent,Four-Door Car,Small,1/14/11,Collision,711.9531925,551.2821299999999,0,No,14,24
1903,HN38084,M,51008,Employed,High School or Below,Married,US,OK,Suburban,Corporate L1,Corporate Auto,2,74,Basic,Branch,Two-Door Car,Small,1/10/11,Scratch/Dent,1177.279068,355.2,0,No,5,95
1904,GD11927,M,78185,Employed,High School or Below,Single,US,MO,Suburban,Personal L3,Personal Auto,1,61,Basic,Agent,Four-Door Car,Small,2/25/11,Other,238.1790787,292.8,0,No,23,54
1905,MC20349,F,0,Unemployed,Bachelor,Single,US,MO,Suburban,Personal L3,Personal Auto,3,74,Basic,Branch,Four-Door Car,Medsize,1/30/11,Collision,520.835385,532.8,0,No,35,2
1906,HM22034,M,0,Unemployed,College,Divorced,US,OK,Suburban,Personal L1,Personal Auto,4,68,Basic,Agent,Four-Door Car,Medsize,1/22/11,Collision,501.8727893,670.47746,0,No,34,68
1907,KH48996,F,97205,Employed,Bachelor,Divorced,US,NE,Rural,Personal L2,Personal Auto,2,100,Basic,Branch,Sports Car,Small,2/23/11,Scratch/Dent,1190.054484,5.573179,2,No,22,40
1908,VM34210,F,0,Unemployed,College,Married,US,KS,Urban,Personal L2,Personal Auto,6,101,Basic,Web,SUV,Medsize,1/1/11,Collision,739.9032079,337.61714900000004,0,No,28,34
1909,LS90887,F,26225,Employed,Bachelor,Married,US,MO,Urban,Special L2,Special Auto,7,72,Basic,Web,Four-Door Car,Medsize,2/18/11,Hail,567.4381244,320.777404,1,No,18,25
1910,EN72010,M,20545,Disabled,College,Single,US,IA,Suburban,Personal L2,Personal Auto,2,70,Basic,Agent,Two-Door Car,Medsize,1/25/11,Scratch/Dent,727.143404,336.0,0,No,23,86
1911,KH44031,F,0,Unemployed,Master,Married,US,IA,Suburban,Personal L1,Personal Auto,1,83,Extended,Call Center,Four-Door Car,Medsize,1/4/11,Hail,316.44940110000005,398.4,0,No,20,32
1912,GJ47896,F,35503,Employed,College,Married,US,NE,Urban,Personal L3,Personal Auto,1,67,Basic,Branch,Two-Door Car,Medsize,1/13/11,Collision,266.1033435,216.173135,0,No,14,95
1913,GD87742,F,58988,Employed,College,Married,US,IA,Suburban,Personal L3,Personal Auto,2,118,Basic,Web,Sports Car,Medsize,1/26/11,Hail,1414.055885,566.4,0,No,3,76
1914,MD14027,F,0,Unemployed,Bachelor,Single,US,OK,Suburban,Personal L1,Personal Auto,2,74,Basic,Agent,Two-Door Car,Medsize,1/20/11,Collision,765.4227067,355.2,1,No,16,89
1915,XA32915,M,0,Unemployed,High School or Below,Single,US,OK,Suburban,Personal L3,Personal Auto,1,64,Basic,Branch,Two-Door Car,Small,2/15/11,Other,219.973952,685.456738,0,No,21,5
1916,XR52852,F,0,Unemployed,College,Divorced,US,IA,Suburban,Special L2,Special Auto,1,66,Basic,Branch,Four-Door Car,Small,2/22/11,Collision,200.4350666,316.8,4,Yes,16,35
1917,EZ48947,M,67197,Employed,College,Single,US,OK,Rural,Special L2,Special Auto,2,111,Basic,Agent,SUV,Large,1/31/11,Collision,1311.1113189999999,147.94878300000002,0,No,2,9
1918,OJ50322,M,39032,Employed,High School or Below,Married,US,OK,Suburban,Personal L3,Personal Auto,7,198,Premium,Call Center,SUV,Medsize,1/21/11,Collision,1576.2603490000001,950.4,0,No,31,15
1919,XB77333,F,0,Unemployed,College,Single,US,IA,Suburban,Personal L2,Personal Auto,2,68,Basic,Agent,Four-Door Car,Large,1/27/11,Collision,1319.792893,326.4,3,Yes,19,2
1920,QB58745,M,34927,Employed,High School or Below,Married,US,MO,Urban,Personal L2,Personal Auto,1,70,Basic,Web,Two-Door Car,Large,1/23/11,Other,278.7539793,242.491357,0,No,5,2
1921,IG62421,M,30817,Employed,Doctor,Divorced,US,OK,Rural,Personal L2,Personal Auto,1,88,Extended,Branch,Four-Door Car,Medsize,2/18/11,Hail,343.6134281,91.83466800000001,0,Yes,25,43
1922,SF29724,F,31535,Employed,Bachelor,Single,US,MO,Rural,Personal L2,Personal Auto,1,70,Basic,Branch,Four-Door Car,Medsize,1/12/11,Other,271.336798,90.525716,0,No,27,46
